Education Component	https://docs.google.com/document/d/1kt2NTeOjExV7F8Csf6601quyo6dPdU1HHfs71uThlzY/edit?usp=drivesdk
Proposal education	https://docs.google.com/document/d/1xGn6Qd6e7doIXKWaPhCibwTlvOHnQu6gZban8qYWDNk/edit?usp=drivesdk
Education Component ---- Backup	https://docs.google.com/document/d/1IEy5tkvYQ2NGyWDtL9lYV3MBy61-aqEae7qrEPwYJag/edit?usp=drivesdk
CS Outreach Logistics	https://docs.google.com/spreadsheets/d/1k2AgEA4mTvOH7w8G10WX8nYYtwAgCIl1WOzYoCaJ4eg/edit?usp=drivesdk
2014 34B 支出报告 = =！	https://docs.google.com/spreadsheets/d/1hzZQ1vicjE7VP6qf9-KPFXjwTd0vusrjdjDrx5-kHio/edit?usp=drivesdk
TAAA	https://docs.google.com/presentation/d/1nffq6Jbdo5SZIQtjdRtotWqzPFfjS_t9Jfg2f2O4e2I/edit?usp=drivesdk
TAAA presentation for class	https://docs.google.com/presentation/d/19Z7RZhbeNK2w3kTd1ovCY84pc-sYCvObGMmM7jTmPmU/edit?usp=drivesdk
presentation and report	https://docs.google.com/folderview?id=0BxxtVHxOaxLCclVtcGRMbHg0VU0&usp=drivesdk
Course Summery	https://docs.google.com/document/d/1qE5FmTGU-ncScEb4CQ8S_tRZhhEFEl0IlAdpABKa318/edit?usp=drivesdk
WeeklyReportTemplate	https://docs.google.com/document/d/1Yxigoyv6XBjyWNny31iLT_kDLpZ8EJtk1lclLxqJJZw/edit?usp=drivesdk
Yukun typing game record 	https://docs.google.com/spreadsheets/d/1zR4flH6K1fGrZyFK9NJo5nu8J7-bYQ0hFgWJLHxj-RE/edit?usp=drivesdk
CS169 past projects	https://docs.google.com/spreadsheets/d/1FnllGoYuUjhdF1xF1kQRIrWrv_znxqokSq84-uNw8wY/edit?usp=drivesdk
final paper submission.zip	https://drive.google.com/file/d/0BxxtVHxOaxLCV0hTWjF3c1RMWG8/view?usp=drivesdk
Copy of Disease Data Info	https://docs.google.com/spreadsheets/d/1ickk8NIGU-Dctr8CzwIGLJ-4j-GGg9aO2kFpb44UcMo/edit?usp=drivesdk
Final evaluation with Jason	https://docs.google.com/document/d/1zcn5beYDuF_YTp4aSFPgmgtz2zvkTlVMNtd6vwfr-18/edit?usp=drivesdk
Final paper	https://docs.google.com/document/d/15pDcSYL69m8D63GUVNqJasRt5h__VpLbttyNpLJ9Cdc/edit?usp=drivesdk
transcription	https://docs.google.com/folderview?id=0BxxtVHxOaxLCeUhVWDBmUVFwelk&usp=drivesdk
Hadi Transcripts	https://docs.google.com/document/d/1QyvsT1OT7Q4f2_52lYcguLN8qIMqrhKDZosi5DKeX0E/edit?usp=drivesdk
2016 Spring Blog Grades	https://docs.google.com/spreadsheets/d/1T04F-0fPeeBQ1CNOUrBOBF3onz2KykDufoDg11k05Kw/edit?usp=drivesdk
functional evaluation report	https://docs.google.com/document/d/1MgsAYYEDvU-mP1uPYglIjbC3LqGtS3mNpTJQQ7r4Y3I/edit?usp=drivesdk
Diseases Run	https://docs.google.com/spreadsheets/d/1wz9Ut-IejuFkbrzgLUuc380-RuCpfg8xotWmu8sd5Dc/edit?usp=drivesdk
Attendance	https://docs.google.com/spreadsheets/d/1BWhEOMl_sJZY9MGR_UJMSYh5ICtP88K3Z9GaD9x3x10/edit?usp=drivesdk
tti-log.json	https://drive.google.com/file/d/0BxxtVHxOaxLCUmtYdWRydmRBb1k/view?usp=drivesdk
Disease dataset metadata	https://docs.google.com/spreadsheets/d/1QQc5SkRe6bPmuRHTULQP86hELKjfjKrN0iTtjYh788o/edit?usp=drivesdk
Team work log	https://docs.google.com/document/d/1w9qFxJ-i7o0vA3l-82D6yAJr4eV5S57A55ti4CHFFm4/edit?usp=drivesdk
File System and Implementation	https://docs.google.com/document/d/1ulCMCemu-Cu_wGw-1efJ0xR_CX0RSMm9ZWCQK5cO5eM/edit?usp=drivesdk
rentrez MWE.odt	https://drive.google.com/file/d/0B89X8FDxvsK5N1hZMEFXeThYNXc/view?usp=drivesdk
Disease.xlsx	https://docs.google.com/spreadsheets/d/1O6q1F5f-7YaYblWaV6zzypVPSxdmmUHBD0yugg9HqK4/edit?usp=drivesdk
Disease.xlsx	https://drive.google.com/file/d/0B_C8_TBQ8YVkQkgyMmlwYVNxTkFhQXozUEhLY0RZeWhId0hn/view?usp=drivesdk
Disease Data Info	https://docs.google.com/spreadsheets/d/1XHJlZdIzhjTOFLY7JCQ1qi70V23cIwaxp943gDlEXJ8/edit?usp=drivesdk
functional prototype report	https://docs.google.com/document/d/1ENQoc0XH8AC_XvXJ10xWaznZV1IRsbDK4ctD30xMo9o/edit?usp=drivesdk
analysis_result_template.xlsx	https://docs.google.com/spreadsheets/d/14fLcF_NfJ4CR2aFN8Z9HgsB-108xi_z_csfUiG3JMNQ/edit?usp=drivesdk
689 Final Presentation	https://docs.google.com/presentation/d/1es5Y9Q-6Hb_quPQwHhHyOy82o0GjNg9VnRMpp070a4w/edit?usp=drivesdk
Analysis Result Summary	https://docs.google.com/spreadsheets/d/1HAn5n8N1fg81dVx4aT0wjjtZeG9crCkQN94a0QdR1GY/edit?usp=drivesdk
Interface Introduction	https://docs.google.com/drawings/d/1gIZoP_9pkvQp95VmJQjE0GDMq1uEimQ8zsM_ji9UoEg/edit?usp=drivesdk
Disease Results	https://docs.google.com/spreadsheets/d/18Uw6KsSRJ4R7-XxtADStNpc30SLZuhpDvwB98SP_DLY/edit?usp=drivesdk
Final Presentation	https://docs.google.com/presentation/d/1sZEraG-Kq5OrCL_KalBrqrStlIR0Q4XukJUeZ6fifj4/edit?usp=drivesdk
analysis_result_template.xlsx	https://drive.google.com/file/d/0B2KSwv-MuijGTFhJbFVhOWxjZXJMb1NwQkhpanhvamFJTzZB/view?usp=drivesdk
Design Change Log	https://docs.google.com/document/d/1HiDPVJrXQXybSXdDL-mtgXtBx7iNSX00J617_dkVoDw/edit?usp=drivesdk
process model of experts using inductive miner.png	https://drive.google.com/file/d/0BxxtVHxOaxLCMEZ3RkoxN2U0UUE/view?usp=drivesdk
Interview key points	https://docs.google.com/document/d/1BWVDExitmJsvvvBe4Z516kM8uBYBsCGUf_K-cLVkKK4/edit?usp=drivesdk
commonly used metadata	https://docs.google.com/spreadsheets/d/17s4SV3EXFOGSOGzdcJCyBrWhRdd89J8WNbqPA8VyJZs/edit?usp=drivesdk
Kerne 655 Human-Centered Computing Schedule	https://docs.google.com/spreadsheets/d/1uP1WrH5natT030KgkPBh4IxY8Q1MEZF3IOT9sZMXyvY/edit?usp=drivesdk
AndreaBootsma_DrugRepo_20160501.pptx	https://drive.google.com/file/d/0B_C8_TBQ8YVkLXhRU1JuNUYyTEZMSUtCdGZpdFo1LUxDajlV/view?usp=drivesdk
Trancript LINGTAO	https://docs.google.com/document/d/1FrUPoKN2W7LX3Kzbmi59MKMbjpt69uF9TF4bgai_fIU/edit?usp=drivesdk
User study summery	https://docs.google.com/document/d/1UHLfhnQ-bJg8JJzKl9pw-Ie10k2b9YQ2jsz_g2JGeHA/edit?usp=drivesdk
processmining	https://docs.google.com/folderview?id=0BxxtVHxOaxLCSHpKdEVIc1Y1cEU&usp=drivesdk
expert action statistics.html	https://drive.google.com/file/d/0BxxtVHxOaxLCRXQwVUVDN3Y1aEE/view?usp=drivesdk
none experts action count statistics.html	https://drive.google.com/file/d/0BxxtVHxOaxLCM1lDbmtkX3N4X1k/view?usp=drivesdk
Evaluation with non-experts using 3 stages	https://docs.google.com/document/d/1wyjg7XTRkZGoQkwLOY5A9vmuTCVwCTNz8cUy9S_Dz8o/edit?usp=drivesdk
Record_0002.wav	https://drive.google.com/file/d/0B_C8_TBQ8YVkNFNjdGpabG80SHc/view?usp=drivesdk
Midterm Presentation	https://docs.google.com/presentation/d/1iVM2G8i2svxvWDTunSuvkp8sFGxTbbJRB6SjnPgdgOM/edit?usp=drivesdk
Iterative Design Notebook as a Whole	https://docs.google.com/document/d/105bREhWWM4hKlsCxrxThBQ4Rn6RsWT96DCxXaBVre_4/edit?usp=drivesdk
Survey of existing work	https://docs.google.com/spreadsheets/d/1r8-Grzg00knF0SNqZmusJMdfRagnE5ntrl7nIjFlKYA/edit?usp=drivesdk
safety effectiveness of lane and shoulder width combinations on rural twolane undivided roads.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCNEo1VmJCMm9UeTQ/view?usp=drivesdk
Safety Effectiveness of Stop Ahead Pavement Markings.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCdkx0aWdoSWxVZEE/view?usp=drivesdk
Safety Evaluation of Installing Center Two-Way Left-Turn Lanes on Two-Lane Roads.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCRjlrY3NQTElIMkU/view?usp=drivesdk
safety impact of truck lane restrictions on multilane freeways.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCYUJkUkgxdzJFaDA/view?usp=drivesdk
Relationships Between Safety and Both Congestion and Number of Lanes on Urban Freeways.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCWUV5RDV2UzlrQWM/view?usp=drivesdk
Predicting motor vehicle collisions using Bayesian neural network models An empirical analysis.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCdU81VDllMTRHU00/view?usp=drivesdk
Estimating Safety Benefits of Shoulder Rumble Strips on Two-Lane Rural Highways in Minnesota.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCa3VEVW9FWjNlcW8/view?usp=drivesdk
Effects of Varying Dispersion Parameter of Poisson-Gamma Models on Estimation of Confidence Interval.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCUTI2a2o2MjdTU3c/view?usp=drivesdk
Difficulties with Quasi-Induced Exposrue when Speed Varies Systematically by Vehicle Type.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCcGNXSm1yT2h0cTg/view?usp=drivesdk
Adjustment for Maximum Likelihood Estimate of Negative Binomial Dispersion Parameter.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCVi0zY3FLZ2tHb0k/view?usp=drivesdk
Analysis of Road Crash Frequency with Spatial Models.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCcTMyQ2xyRzlvcjA/view?usp=drivesdk
appraisal of the interative highway safety design model's crash prediction and design consistency modules.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCejFPeGRBT0dOdjg/view?usp=drivesdk
Crash Prediction Models for Intersections on Rural Multilane Highways Differences by Collision Type.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCZ25jZ0NDVWYyOHc/view?usp=drivesdk
Application of Innovative Time Series Methodology to Relationship Between Retroreflectivity of Pavem.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCc1k1QXVIRGpnUTA/view?usp=drivesdk
Modeling the Probability of Freeway Rear-End Crash Occurrence.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCODdSU1dpaEdMVGM/view?usp=drivesdk
Turning Young Drivers into Survivors.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCc3g4aGF4NHY0UUU/view?usp=drivesdk
Proposal Refinement	https://docs.google.com/document/d/1F-uwIjEdftRtC_sZDSd8E-VV6a90KdSgAnFL-RR4uJU/edit?usp=drivesdk
demo_workflow.mp4	https://drive.google.com/file/d/0BxxtVHxOaxLCSm16R3dkQkhrQzQ/view?usp=drivesdk
hotspot_reason.mp4	https://drive.google.com/file/d/0BxxtVHxOaxLCTV9kN2dZUll1eDg/view?usp=drivesdk
TAAA consent form.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCcHZhQmFOZ0ptQXM/view?usp=drivesdk
TAAA IRB Application Form.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCeTBMbGp5T1huMEE/view?usp=drivesdk
Design Change Log during the functional prototype stage	https://docs.google.com/document/d/1lnOjKHjqiC_F3pPiBm01onGGccvh8Ap76sPRXV331_0/edit?usp=drivesdk
Design Change log for the functional evaluation part	https://docs.google.com/document/d/1eN73-y38iVirn9bN5PkgvMqIHQEVzyq6v-URtxECh3o/edit?usp=drivesdk
(Design) Change Log Raw	https://docs.google.com/document/d/1i_ezlU53fbt3aCpRkTa5H5MNFCu4UHHe3IA3Oc5TOv0/edit?usp=drivesdk
Ehsan typing game record	https://docs.google.com/spreadsheets/d/1n9nqwJD-dXqTixd_csCb10DP5wFPxg4b-bBgvlIyn6M/edit?usp=drivesdk
Multivariate Poisson-Lognormal Models for Jointly Modeling Crash Frequency by Severity.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCTnM3WUxxdVZISGM/view?usp=drivesdk
Safety Evaluation of Flashing Beacons at Stop-Controlled Intersections.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCNUdESmNFNzFOY0U/view?usp=drivesdk
Two Low-Cost Safety Concepts for Two-Way, Stop-Controlled Intersections in Rural Areas.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCTWpSU2RycWFnTHM/view?usp=drivesdk
Analysis of effects of pavement marking retroreflectivity on traffic crash frequency on highway in NC.pdf	https://drive.google.com/file/d/0BxxtVHxOaxLCTFlKXzljWmh3MUk/view?usp=drivesdk
